ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
PMan-19_1,PMan-19,hform,2,h ɨ,
pno-20_0,pno-20,1,1,- - u,
pno-20_1,pno-20,emp,2,r ə,
pno-21_0,pno-21,1,1,- w ɨ,
pno-21_1,pno-21,hform,2,h -,
PPar-22_0,PPar-22,1,1,o w ɨ,
PPar-22_1,PPar-22,emp,2,r o,
PPek-23_0,PPek-23,1,1,- - u,
PPek-23_1,PPek-23,emp,2,r ə,
PPem-24_0,PPem-24,1,1,- j u,
PPem-24_1,PPem-24,emp,2,r ə,
PPP-25_0,PPP-25,1,1,- j u,
PPP-25_1,PPP-25,emp,2,r ə,
PTar-26_0,PTar-26,1,1,ə w ɨ,
PTir-27_0,PTir-27,1,1,- w ɨ,
PWai-28_0,PWai-28,1,1,o w ɨ,
PWai-28_1,PWai-28,emp,2,r o,
PXin-29_0,PXin-29,1,1,- - u,
PXin-29_1,PXin-29,emp,2,r o,
tam-30_0,tam-30,1,1,- - u,
tam-30_1,tam-30,emp,2,r e,
tri-31_0,tri-31,1,1,- w ɨɨ,
uxc-32_0,uxc-32,1,1,- - u,
uxc-32_1,uxc-32,emp,2,ɣ e,
wai-33_0,wai-33,1,1,o w ɨ,
way-34_0,way-34,1,1,ɨ w u,
wmr-35_0,wmr-35,1,1,a w ɨ,
yab-36_0,yab-36,1,1,- w ɨ,
yab-36_1,yab-36,emp,2,r ə,
yuk-37_0,yuk-37,1,1,a w ɨ,
yuk-37_1,yuk-37,emp,2,r -,
aka-38_0,aka-38,2,1,- a m ə,
aka-38_1,aka-38,emp,2,r ə,
aku-39_0,aku-39,2,1,- ə m ə,
apa-40_0,apa-40,2,1,- o m o,
apa-40_1,apa-40,emp,2,r o,
ara-41_0,ara-41,2,1,- o m o,
ara-41_1,ara-41,emp,2,r o,
bak-42_0,bak-42,2,1,- ə m ə,
car-43_0,car-43,2,1,- ə m ə,
car-43_1,car-43,emp,2,r ə,
hix-44_0,hix-44,2,1,- o m o,
hix-44_1,hix-44,emp,2,r o,
ikp-45_0,ikp-45,2,1,- o m -,
ikp-45_1,ikp-45,emp,2,r o,
ing-46_0,ing-46,2,1,- a m ə,
ing-46_1,ing-46,emp,2,r ə,
kar-47_0,kar-47,2,1,- a m o,
kar-47_1,kar-47,emp,2,r o,
kax-48_0,kax-48,2,1,- o m o,
kax-48_1,kax-48,emp,2,r o,
mac-49_0,mac-49,2,1,- a m ɨ,
mac-49_1,mac-49,emp,2,r ɨ,
mak-50_0,mak-50,2,1,- a m ə,
mak-50_1,mak-50,emp,2,r ə,
map-51_0,map-51,2,1,m ə - -,
map-51_1,map-51,emp,2,r ə,
pan-52_0,pan-52,2,1,- a m ə,
pan-52_1,pan-52,emp,2,n -,
PC-53_0,PC-53,2,1,- ə m ə,
PC-53_1,PC-53,emp,2,r ə,
pem-54_0,pem-54,2,1,- a m ə,
pem-54_1,pem-54,emp,2,r ə,
PMan-55_0,PMan-55,2,1,m ə - -,
PMan-55_1,PMan-55,emp,2,r ə,
pno-56_0,pno-56,2,1,m ə - -,
pno-56_1,pno-56,emp,2,r ə,
PPar-57_0,PPar-57,2,1,- o m o,
PPar-57_1,PPar-57,emp,2,r o,
PPek-58_0,PPek-58,2,1,- ə m ə,
PPek-58_1,PPek-58,emp,2,r ə,
PPem-59_0,PPem-59,2,1,- a m ə,
PPem-59_1,PPem-59,emp,2,r ə,
PPP-60_0,PPP-60,2,1,- a m ə,
PPP-60_1,PPP-60,emp,2,r ə,
PTar-61_0,PTar-61,2,1,- ə m ə,
PTar-61_1,PTar-61,emp,2,r ə,
PTir-62_0,PTir-62,2,1,- ə m ə,
PTir-63_0,PTir-63,2,1,- ə m ə,
PWai-64_0,PWai-64,2,1,- o m o,
PWai-64_1,PWai-64,emp,2,r o,
PXin-65_0,PXin-65,2,1,- o m o,
PXin-65_1,PXin-65,emp,2,r o,
tam-66_0,tam-66,2,1,- a m a,
tam-66_1,tam-66,emp,2,r e,
tri-67_0,tri-67,2,1,- ə m ə,
uxc-68_0,uxc-68,2,1,- ee - -,
uxc-68_1,uxc-68,emp,2,ɣ e,
wai-69_0,wai-69,2,1,- a m o,
wai-69_1,wai-69,emp,2,r o,
way-70_0,way-70,2,1,- ə m ə,
way-70_1,way-70,emp,2,r ə,
wmr-71_0,wmr-71,2,1,- a m ɨ,
wmr-71_1,wmr-71,emp,2,r ɨ,
yab-72_0,yab-72,2,1,m ə - -,
yab-72_1,yab-72,emp,2,r ə,
yuk-73_0,yuk-73,2,1,- a m o,
yuk-73_1,yuk-73,emp,2,r -,
aku-74_0,aku-74,1a2,1,k ɨ,
aku-74_1,aku-74,mform,2,m ə,
apa-75_0,apa-75,1a2,1,k ɨ,
apa-75_1,apa-75,mform,2,m o,
apa-75_2,apa-75,emp,3,r o,
ara-76_0,ara-76,uku,1,- u g o,
ara-76_1,ara-76,emp,2,r o,
car-77_0,car-77,1a2,1,k ɨ,
car-77_1,car-77,mform,2,m ə,
car-77_2,car-77,emp,3,r ə,
hix-78_0,hix-78,1a2,1,k ɨ,
hix-78_1,hix-78,wform,2,w -,
hix-78_2,hix-78,emp,3,r o,
ikp-79_0,ikp-79,uku,1,- u g -,
ikp-79_1,ikp-79,emp,2,r o,
kar-80_0,kar-80,1a2,1,k ɨ,
kar-80_1,kar-80,karform,2,ʔ k o,
kar-81_0,kar-81,1a2,1,k ɨ,
kar-81_1,kar-81,mform,2,m o,
kar-81_2,kar-81,emp,3,r o,
kax-82_0,kax-82,1a2,1,k u,
kax-82_1,kax-82,mform,2,m o,
kax-82_2,kax-82,emp,3,r o,
mac-83_0,mac-83,1,1,- - uu,
mac-83_1,mac-83,emp,2,r ɨ,
mac-83_2,mac-83,pl3,3,- - ʔ -,
mac-83_3,mac-83,pl1,4,k o n -,
mak-84_0,mak-84,1a2,1,k ɨ,
mak-84_1,mak-84,wform,2,w ɨ,
map-85_0,map-85,1a2ep,1,e ʔ - n ə,
pan-86_0,pan-86,1,1,- j u,
pan-86_1,pan-86,pl3,2,t o - -,
pem-87_0,pem-87,1,1,- j uu,
pem-87_1,pem-87,emp,2,r ə,
pem-87_2,pem-87,pl3,3,t o - -,
PMan-88_0,PMan-88,1a2ep,1,e p ɨ n ə,
pno-89_0,pno-89,1a2ep,1,e ʔ - n ə,
PPar-90_0,PPar-90,1a2,1,k ɨ,
PPar-90_2,PPar-90,emp,3,r o,
PPek-91_0,PPek-91,uku,1,- u k u,
PPek-91_1,PPek-91,emp,2,r ə,
PPem-92_0,PPem-92,1,1,- j u,
PPem-92_1,PPem-92,emp,2,r ə,
PPem-92_2,PPem-92,pl3,3,t o - -,
PPem-92_3,PPem-92,pl1,4,k o n -,
PPP-93_0,PPP-93,1,1,- j u,
PPP-93_1,PPP-93,emp,2,r ə,
PPP-93_2,PPP-93,pl3,3,t o - -,
PTar-94_0,PTar-94,1a2,1,k ɨ,
PTar-94_1,PTar-94,mform,2,m ə,
PTar-94_2,PTar-94,emp,3,r ə,
PTir-95_0,PTir-95,1a2,1,k ɨ,
PTir-95_1,PTir-95,mform,2,m ə,
PWai-96_0,PWai-96,1a2,1,k ɨ,
PWai-96_1,PWai-96,wform,2,w ɨ,
PWai-96_2,PWai-96,emp,3,r o,
PXin-97_0,PXin-97,uku,1,- u g o,
PXin-97_1,PXin-97,emp,2,r o,
tam-98_0,tam-98,1a2,1,k i,
tam-98_1,tam-98,wform,2,w e,
tri-99_0,tri-99,1a2,1,k ɨ,
tri-99_1,tri-99,mform,2,m ə,
uxc-100_0,uxc-100,uku,1,k u k u,
uxc-100_1,uxc-100,emp,2,ɣ e,
wai-101_0,wai-101,1a2,1,k ɨɨ,
wai-101_1,wai-101,wform,2,w ɨ,
way-102_0,way-102,1a2,1,k u,
way-102_2,way-102,mform,3,m ə,
wmr-103_0,wmr-103,uku,1,k ɨ k ɨ,
yab-104_0,yab-104,1a2ep,1,e h - n ə,
yuk-105_0,yuk-105,1a2ep,1,e p - - ɨ,
bak-106_0,bak-106,uku,1,k u - -,
bak-106_1,bak-106,emp,2,r ə,
aka-107_0,aka-107,1,1,- - u,
aka-107_1,aka-107,emp,2,r ə,
aka-107_2,aka-107,pempl,3,ʔ n o,
aka-107_3,aka-107,pl1,4,k o n -,
aku-108_0,aku-108,1a2,1,k ɨ,
aku-108_1,aku-108,mform,2,m ə,
aku-108_2,aku-108,mform,3,n -,
aku-108_3,aku-108,pl2,4,j a - m o,
apa-109_0,apa-109,1a2,1,k ɨ,
apa-109_1,apa-109,mform,2,m a,
apa-109_2,apa-109,emp,3,r o,
apa-109_3,apa-109,pl1,4,k o m o,
ara-110_0,ara-110,uku,1,- u g o,
ara-110_1,ara-110,emp,2,r o,
ara-110_2,ara-110,pl1,3,ŋ - m o,
car-111_0,car-111,1a2,1,k ɨ,
car-111_1,car-111,mform,2,ɲ -,
car-111_2,car-111,pl2,3,- a - m o,
car-111_3,car-111,emp,4,r o,
hix-112_0,hix-112,1a2,1,k ɨ,
hix-112_1,hix-112,wform,2,w -,
hix-112_2,hix-112,pl2,3,j a - m o,
ikp-113_0,ikp-113,uku,1,- u g -,
ikp-113_1,ikp-113,emp,2,r o,
ikp-113_2,ikp-113,pl1,3,ŋ - m o,
ing-114_0,ing-114,1,1,- - u,
ing-114_1,ing-114,emp,2,r ə,
ing-114_2,ing-114,pempl,3,ʔ n o,
ing-114_3,ing-114,pl1,4,k o n -,
kar-115_0,kar-115,1a2,1,k ɨ,
kar-115_1,kar-115,karform,2,ʔ k -,
kar-115_2,kar-115,pl2,3,- a - - -,
kar-115_3,kar-115,emp,4,r o,
kar-116_0,kar-116,1a2,1,k ɨ,
kar-116_1,kar-116,mform,2,m o,
kar-116_2,kar-116,pl2,3,j a - - -,
kar-116_3,kar-116,emp,4,r o,
kax-117_0,kax-117,1a2,1,k ɨ,
kax-117_1,kax-117,mform,2,m -,
kax-117_2,kax-117,pl2,3,j a - - -,
kax-117_3,kax-117,emp,4,r ɨ,
mac-118_0,mac-118,1,1,- - uu,
mac-118_1,mac-118,emp,2,r ɨ,
mac-118_2,mac-118,pempl,3,ʔ n ɨ,
mac-118_3,mac-118,pl1,4,k o n -,
mak-119_0,mak-119,1a2,1,k ɨ,
mak-119_1,mak-119,mform,2,n -,
mak-119_2,mak-119,pl2,3,w a - n -,
mak-119_3,mak-119,emp,4,n o,
pan-120_0,pan-120,1,1,- j u,
pan-120_2,pan-120,pl1,3,k o n -,
pem-121_0,pem-121,1,1,- j uu,
pem-121_1,pem-121,emp,2,r ə,
pem-121_2,pem-121,pempl,3,- n o,
pem-121_3,pem-121,pl1,4,k o n -,
pem-122_0,pem-122,1,1,- j uu,
pem-122_1,pem-122,emp,2,r ə,
pem-122_2,pem-122,pl3,3,t o - -,
pem-122_3,pem-122,pl1,4,k o n -,
PPar-123_0,PPar-123,1a2,1,k ɨ,
PPar-123_2,PPar-123,pl2,3,j a - m o,
PPar-123_3,PPar-123,emp,4,r o,
PPem-124_0,PPem-124,1,1,- j u,
PPem-124_1,PPem-124,emp,2,r ə,
PPem-124_2,PPem-124,pempl,3,ʔ n o,
PPem-124_3,PPem-124,pl1,4,k o n -,
PTar-125_0,PTar-125,1a2,1,k ɨ,
PTar-125_1,PTar-125,mform,2,n -,
PTar-125_2,PTar-125,pl2,3,j a - m o,
PTir-126_0,PTir-126,1a2,1,k ɨ,
PTir-126_1,PTir-126,mform,2,m ə,
PTir-126_2,PTir-126,mform,3,n -,
PTir-126_3,PTir-126,pl2,4,j a - m o,
PWai-127_0,PWai-127,1a2,1,k ɨ,
PWai-127_1,PWai-127,wform,2,w -,
PWai-127_2,PWai-127,pl2,3,j a - m o,
PXin-128_0,PXin-128,uku,1,- u g o,
PXin-128_1,PXin-128,emp,2,r o,
PXin-128_2,PXin-128,pl1,3,ŋ - m o,
tam-129_0,tam-129,1a2,1,k i,
tam-129_1,tam-129,pl1,2,k e m o,
tri-130_0,tri-130,1a2,1,k ɨ,
tri-130_1,tri-130,mform,2,m ə,
tri-130_2,tri-130,mform,3,n -,
tri-130_3,tri-130,pl2,4,j a - m o,
uxc-131_0,uxc-131,uku,1,k u k u,
uxc-131_1,uxc-131,emp,2,ɣ e,
uxc-131_2,uxc-131,pl1,3,k o - -,
wai-132_0,wai-132,1a2,1,k ɨ,
wai-132_1,wai-132,wform,2,w -,
wai-132_2,wai-132,pl2,3,j a - m -,
way-133_0,way-133,1a2,1,k u,
way-133_2,way-133,mform,3,m ə,
way-133_3,way-133,emp,4,r -,
way-133_4,way-133,pl2,5,- a - m -,
way-133_5,way-133,pl1,6,k o m o,
aka-134_0,aka-134,1a3,1,i - n - - - a,
aku-135_0,aku-135,1a3,1,a - n - - j a,
apa-136_0,apa-136,1a3,1,ɨ - n - - - a,
ara-137_0,ara-137,ti,1,t͡ʃ i,
ara-137_1,ara-137,1a3,2,- m n - - - a,
bak-138_0,bak-138,ti,1,ʃ i,
bak-138_1,bak-138,1a3,2,- - n - - - a,
car-139_0,car-139,1a3,1,a - ɲ - - - a,
hix-140_0,hix-140,1a3,1,a m n - - - a,
ikp-141_0,ikp-141,ti,1,t͡ʃ i,
ikp-141_1,ikp-141,1a3,2,- m n - - - a,
ing-142_0,ing-142,1a3,1,i - n - - - a,
kar-143_0,kar-143,1a3,1,- - n a ʔ n a,
kax-144_0,kax-144,1a3,1,a m n - - - a,
mac-145_0,mac-145,1a3,1,a - n - - n a,
mak-146_0,mak-146,1a3,1,- - n - - ɲ a,
map-147_0,map-147,1a3,1,- - n a h - a,
pan-148_0,pan-148,1a3,1,a - n - - - a,
pem-149_0,pem-149,1a3,1,i - n - - n a,
PMan-150_0,PMan-150,1a3,1,a - n - - - a,
pno-151_0,pno-151,1a3,1,a - n - - - a,
PPar-152_0,PPar-152,1a3,1,a m n - - - a,
PPek-153_0,PPek-153,ti,1,t͡ʃ i,
PPek-153_1,PPek-153,1a3,2,- m n - - - a,
PPem-154_0,PPem-154,1a3,1,i - n - - n a,
PPP-155_0,PPP-155,1a3,1,i - n - - n a,
PTar-156_0,PTar-156,1a3,1,a - n - - j a,
PTir-157_0,PTir-157,1a3,1,a - n - - j a,
PWai-158_0,PWai-158,1a3,1,a m n - - - a,
PXin-159_0,PXin-159,ti,1,t͡ʃ i,
PXin-159_1,PXin-159,1a3,2,- m n - - - a,
tam-160_0,tam-160,1,1,- j u,
tam-160_1,tam-160,1a3,2,- m n - - - a,
tri-161_0,tri-161,1a3,1,a - n - - j a,
uxc-162_1,uxc-162,1,2,- - u,
uxc-162_2,uxc-162,emp,3,ɣ e,
wai-163_0,wai-163,1a3,1,a m n - - - a,
way-164_0,way-164,1a3,1,e m n - - - a,
wmr-165_0,wmr-165,1a3,1,- - - a ʔ - a,
yab-166_0,yab-166,1a3,1,a - n - - - a,
yuk-167_0,yuk-167,1a3,1,- - n a - n a,
yuk-167_1,yuk-167,emp,2,r -,
aka-168_0,aka-168,2,1,- a m ə,
aka-168_1,aka-168,emp,2,r ə,
aka-168_2,aka-168,pempl,3,ʔ n o,
aka-168_3,aka-168,pl1,4,k o n -,
aku-169_0,aku-169,2,1,- ə m ə,
aku-169_1,aku-169,2,2,- - n -,
aku-169_2,aku-169,pl2,3,j a - m o,
apa-170_0,apa-170,2,1,- a m a,
apa-170_1,apa-170,emp,2,r a,
apa-170_2,apa-170,pl1,3,k o m o,
ara-171_0,ara-171,2,1,- o m o,
ara-171_1,ara-171,emp,2,r o,
ara-171_2,ara-171,pl1,3,ŋ - m o,
bak-172_0,bak-172,2,1,- ə m a,
bak-172_1,bak-172,emp,2,r -,
bak-172_2,bak-172,pl2,3,- e - m o,
car-173_0,car-173,2,1,- a ɲ -,
car-173_1,car-173,pl2,2,- a - m o,
car-173_2,car-173,emp,3,r o,
hix-174_0,hix-174,2,1,- o m -,
hix-174_1,hix-174,pl2,2,ɲ a - m o,
ikp-175_0,ikp-175,2,1,- o m -,
ikp-175_1,ikp-175,emp,2,r o,
ikp-175_2,ikp-175,pl1,3,ŋ - m o,
ing-176_0,ing-176,2,1,- a m ə,
ing-176_1,ing-176,emp,2,r ə,
ing-176_2,ing-176,pempl,3,ʔ n o,
ing-176_3,ing-176,pl1,4,k o n -,
kar-177_0,kar-177,2,1,- a m ɨ,
kar-177_1,kar-177,pl2,2,j a - - -,
kar-177_2,kar-177,emp,3,r o,
kax-178_0,kax-178,2,1,- o m -,
kax-178_1,kax-178,pl2,2,j a - - -,
kax-178_2,kax-178,emp,3,r ɨ,
mac-179_0,mac-179,2,1,- a m ɨ,
mac-179_1,mac-179,emp,2,r ɨ,
mac-179_2,mac-179,pempl,3,ʔ n ɨ,
mac-179_3,mac-179,pl1,4,k o n -,
mak-180_0,mak-180,2,1,- ə n -,
mak-180_1,mak-180,pl2,2,w a - n -,
mak-180_2,mak-180,emp,3,n o,
map-181_0,map-181,2,1,- a - -,
map-181_1,map-181,pl1,2,k o n -,
map-181_2,map-181,pl3,3,t o m o,
pan-182_0,pan-182,2,1,- a m ə,
pan-182_1,pan-182,emp,2,n -,
pan-182_2,pan-182,pl3,3,t o n -,
PC-183_0,PC-183,2,1,- ə m -,
PC-183_1,PC-183,pl2,2,j a - m o,
pem-184_0,pem-184,2,1,- a m ə,
pem-184_1,pem-184,emp,2,r ə,
pem-184_2,pem-184,pempl,3,- n o,
pem-184_3,pem-184,pl1,4,k o n -,
PMan-185_0,PMan-185,2,1,m ə - -,
PMan-185_1,PMan-185,pl1,2,k o n -,
PMan-185_2,PMan-185,pl3,3,t o m o,
pno-186_0,pno-186,2,1,m o - -,
pno-186_1,pno-186,pl1,2,k o n -,
pno-186_2,pno-186,pl3,3,t o m o,
PPar-187_0,PPar-187,2,1,- o m -,
PPar-187_1,PPar-187,pl2,2,j a - m o,
PPar-187_2,PPar-187,emp,3,r o,
PPek-188_0,PPek-188,2,1,- ə m ə,
PPek-188_1,PPek-188,emp,2,r ə,
PPem-189_0,PPem-189,2,1,- a m ə,
PPem-189_1,PPem-189,emp,2,r ə,
PPem-189_2,PPem-189,pempl,3,ʔ n o,
PPem-189_3,PPem-189,pl1,4,k o n -,
PPP-190_0,PPP-190,2,1,- a m ə,
PPP-190_1,PPP-190,emp,2,r ə,
PTar-191_0,PTar-191,2,1,- ə n -,
PTar-191_1,PTar-191,pl2,2,j a - m o,
PTir-192_0,PTir-192,2,1,- ə m ə,
PTir-192_1,PTir-192,2,2,- - n -,
PTir-192_2,PTir-192,pl2,3,j a - m o,
PWai-193_0,PWai-193,2,1,- o m -,
PWai-193_1,PWai-193,pl2,2,j a - m o,
PWai-193_2,PWai-193,emp,3,r o,
PXin-194_0,PXin-194,2,1,- o m o,
PXin-194_1,PXin-194,emp,2,r o,
PXin-194_2,PXin-194,pl1,3,ŋ - m o,
tam-195_0,tam-195,2,1,- a m -,
tam-195_1,tam-195,pl2,2,ɲ a - m o,
tam-195_2,tam-195,emp,3,r o,
tri-196_0,tri-196,2,1,- ə m ə,
tri-196_1,tri-196,2,2,- - n -,
tri-196_2,tri-196,pl2,3,j a - m o,
uxc-197_0,uxc-197,2,1,- a m -,
uxc-197_1,uxc-197,pl2,2,- a - - -,
uxc-197_2,uxc-197,emp,3,ɣ o,
wai-198_0,wai-198,2,1,- a m -,
wai-198_1,wai-198,pl2,2,j a - m -,
wai-198_2,wai-198,emp,3,r o,
way-199_0,way-199,2,1,- ə m ə,
way-199_1,way-199,emp,2,r -,
way-199_2,way-199,pl2,3,- a - m -,
way-199_3,way-199,pl1,4,k o m o,
wmr-200_0,wmr-200,2,1,- a m ɨ,
wmr-200_1,wmr-200,emp,2,r ɨ,
wmr-200_2,wmr-200,pl3,3,t ɨ - -,
yab-201_0,yab-201,2,1,m o - -,
yab-201_1,yab-201,pl1,2,n - - -,
yab-201_2,yab-201,pl3,3,t o m o,
yuk-202_0,yuk-202,2,1,- a m o,
yuk-202_1,yuk-202,emp,2,r -,
yuk-202_2,yuk-202,pl2,3,- a - - -,
aku-203_0,aku-203,aanim,1,- n ə r ə,
apa-204_0,apa-204,aanim,1,ɨ n o r o,
bak-205_0,bak-205,aanim,1,i n ə r a,
car-206_0,car-206,aanim,1,- n ə r ə,
hix-207_0,hix-207,aanim,1,- n o r o,
kar-208_0,kar-208,aanim,1,i n o r o,
kar-209_0,kar-209,aanim,1,- ɲ o r o,
kax-210_0,kax-210,aanim,1,- n o r o,
mak-211_0,mak-211,aanim,1,- ɲ əə r ə,
PPar-212_0,PPar-212,aanim,1,- n o r o,
PTar-213_0,PTar-213,aanim,1,- n əə r ə,
PTir-214_0,PTir-214,aanim,1,- n ə r ə,
PWai-215_0,PWai-215,aanim,1,- n o r o,
tam-216_0,tam-216,aanim,1,- n a r e,
tri-217_0,tri-217,aanim,1,- n ə r ə,
uxc-218_0,uxc-218,aanim,1,ɨ ŋ e l e,
wai-219_0,wai-219,aanim,1,- n o r o,
way-220_0,way-220,aanim,1,i n ə r ə,
way-220_1,way-220,emp,2,r ə,
aku-221_0,aku-221,aanim,1,- n - - -,
aku-221_1,aku-221,pl2,2,- a - m o,
aku-221_2,aku-221,emp,3,r o,
apa-222_0,apa-222,aanim,1,ɨ n a r o,
car-223_0,car-223,aanim,1,- n - - -,
car-223_1,car-223,pl2,2,- a - m o,
car-223_2,car-223,emp,3,r o,
hix-224_0,hix-224,aanim,1,- ɲ - - -,
hix-224_1,hix-224,pl2,2,- a - m o,
hix-224_2,hix-224,emp,3,r o,
kar-225_0,kar-225,aanim,1,i n a r o,
kar-226_0,kar-226,aanim,1,- ɲ o r o,
kar-226_1,kar-226,pl1,2,k o n -,
kax-227_0,kax-227,aanim,1,- n - - -,
kax-227_1,kax-227,pl2,2,- a - m o,
kax-227_2,kax-227,emp,3,r -,
kax-227_3,kax-227,pl2,4,j a - m ɨ,
mak-228_0,mak-228,aanim,1,- n - - -,
mak-228_1,mak-228,pl2,2,ɲ a - n -,
mak-228_2,mak-228,emp,3,n o,
PPar-229_0,PPar-229,aanim,1,i n - - -,
PPar-229_1,PPar-229,pl2,2,- a - m o,
