ID,Language_ID,Form,Segments,Comment,Source,Parameter_ID
car-367,car,mərə,m ə r ə,,guerrero2019carijo[86],medinan
hix-368,hix,moro,m o r o,,hixkaryanaderby1985[7],medinan
ing-369,ing,mə(r)ə,m ə r ə,,cruz2005fonologia[191],medinan
kar-370,kar,moro,m o r o,,courtz2008carib[53],medinan
kax-371,kax,moro,m o r o,,schuring2018kaxuyana[94],medinan
mac-372,mac,mɨrɨrɨ,m ɨ r ɨ + r ɨ,,macushiabbott1991[105],medinan
mak-373,mak,mərə,m ə r ə,,maquiritaricaceres2011[122],medinan
map-374,map,mərɨ,m ə r ɨ,,muller1975mapoyo[72],medinan
pan-375,pan,mən,m ə n,,panarepayne2013[89],invisinan
pem-376,pem,mərə,m ə r ə,,swiggers2010gramatica[120],medinan
PPar-377,PPar,moro,m o r o,,,medinan
PPek-378,PPek,mərə,m ə r ə,,,medinan
PPem-379,PPem,mərə,m ə r ə,,,medinan
PPP-380,PPP,mərə,m ə r ə,,,medinan
PTar-381,PTar,mərə,m ə r ə,,meira1998proto[67],medinan
PWai-382,PWai,moro,m o r o,,,medinan
PXin-383,PXin,moro,m o r o,,,medinan
tam-384,tam,more,m o r e,Probably mərə.,meira2002first[269],medinan
tri-385,tri,mərə,m ə r ə,,triomeira1999[154],medinan
uxc-386,uxc,eɣe,e ɣ e,,kuikurodossantos2007[55],distinan
wai-387,wai,moro,m o r o,,waiwaihawkins1998[97],medinan
way-388,way,mərə,m ə r ə,,wayanatavares2005[184],medinan
wmr-389,wmr,mɨrɨ,m ɨ r ɨ,check meaning,waimiribruno2003[77],medinan
yab-390,yab,mərə,m ə r ə,check meaning,,medinan
apa-391,apa,moroʔne,m o r o + ʔ n e,,koehn1986apalai[95],medinanpl
ing-392,ing,mərəjamə,m ə r ə + j a m ə,,cruz2005fonologia[191],medinanpl
kar-393,kar,morokon,m o r o + k o n,,courtz2008carib[53],medinanpl
pan-395,pan,mənkon,m ə n + k o n,,panarepayne2013[89],invisinanpl
tri-396,tri,mərəto(mo),m ə r ə + t o m o,,triomeira1999[154],medinanpl
way-397,way,mərəkomo,m ə r ə + k o m o,,wayanatavares2005[184],medinanpl
aku-398,aku,məʔe,m ə ʔ e,,meiraDBakuriyo,proxanim
apa-399,apa,mose,m o s e,,koehn1986apalai[95],proxanim
ara-400,ara,moden,m o d e + n,,alves2017arara[129],proxanim
bak-401,bak,merə,m e + r ə,,meiraDBbakairi,proxanim
car-402,car,məhə,m ə h ə,Unexpected /h/ from /tj/,guerrero2019carijo[86],proxanim
hix-403,hix,mosonɨ,m o s o + n ɨ,,hixkaryanaderby1985[7],proxanim
ikp-404,ikp,oren,o r e + n,,ikpengpacheco2001[119],proxanim
kar-405,kar,mo(ʔ)se,m o ʔ s e,"Venezuelan Kari’ña with glottal stop, not Surinamese Kari’ña.",courtz2008carib[53];alvarez2016esbozo[53],proxanim
kax-406,kax,mosoro,m o s o + r o,,,proxanim
mac-407,mac,mɨserɨ,m ɨ s e + r ɨ,,,proxanim
map-408,map,mehe,m e h e,,muller1975mapoyo[72],proxanim
pan-409,pan,məh,m ə h,,panarepayne2013[88],proxanim
pem-410,pem,məsərə,m ə s ə + r ə,,garcia2006diccionario[77],proxanim
PPar-411,PPar,moso(ro),m o s o + r o,,,proxanim
PPek-412,PPek,məte(rə),m ə t e + r ə,,,proxanim
PPem-413,PPem,məse,m ə s e,,,proxanim
PPP-414,PPP,məse,m ə s e,,,proxanim
PTar-415,PTar,mə(t͡ʃ)e,m ə t͡ʃ e,,meira1998proto[67],proxanim
PWai-416,PWai,moso,m o s o,,,proxanim
PXin-417,PXin,moden,m o d e + n,,,proxanim
tam-418,tam,mot͡ʃe,m o t͡ʃ e,,meira2002first[269],proxanim
tri-419,tri,məe,m ə e,,triomeira1999[154],proxanim
uxc-420,uxc,ese,e s e,,kuikurodossantos2007[55],proxanim
wai-421,wai,moso,m o s o,,,proxanim
way-422,way,mə(s)i,m ə s i,,wayanatavares2005[184],proxanim
way-423,way,məhe(rə),m ə h e + r ə,,wayanatavares2005[184],proxanim
yuk-424,yuk,ma(ʃ),m a ʃ,,meira2003primeras,prox
aku-425,aku,məet͡ʃamo,m ə e + t͡ʃ a m o,,meiraDBakuriyo,proxanimpl
apa-426,apa,moʃiamo,m o ʃ + i a m o,,koehn1986apalai[95],proxanimpl
bak-427,bak,asaemo,a s a + e m o,,meiraDBbakairi,proxanimpl
car-428,car,məsa,m ə + s a,,guerrero2019carijo[86],proxanimpl
hix-429,hix,moʃamo,m o ʃ + a m o,,hixkaryanaderby1985[7],proxanimpl
ikp-430,ikp,wam,w + a m,,ikpengpacheco2001[119],proxanimpl
kar-431,kar,moʔsekon,m o ʔ s e + k o n,Venezuelan Kari’ña,alvarez2016esbozo[53],proxanimpl
kar-432,kar,moojan,m oo + j a n,Final /n/ only in eastern Surinamese.,hoff1968carib[277],proxanimpl
kar-433,kar,moʔsaro(n),m o ʔ + s a + r o + n,Final /n/ only in eastern Surinamese.,courtz2008carib[53],proxanimpl
kax-434,kax,moʔt͡ʃarɨ,m o ʔ + t͡ʃ a + r ɨ,,,proxanimpl
mac-435,mac,insemoro,i + n s + e m o + r o,,,proxanimpl
pan-436,pan,məht͡ʃanton,m ə h + t͡ʃ a n + t o n,,panarepayne2013[88],proxanimpl
pem-437,pem,iʔsamərə,i + ʔ s + a m ə + r ə,,swiggers2010gramatica[120],proxanimpl
PPar-438,PPar,moʔt͡ʃamo(ro),m o ʔ + t͡ʃ a m o + r o,,,proxanimpl
PPek-439,PPek,mətjamo,m ə t + j a m o,,,proxanimpl
PTar-440,PTar,mə(t͡ʃ)et͡ʃamo,m ə t͡ʃ e + t͡ʃ a m o,,meira1998proto[67],proxanimpl
PWai-441,PWai,moʃamo,m o ʃ + a m o,,,proxanimpl
PXin-442,PXin,modjam,m o d + j a m,,,proxanimpl
tam-443,tam,t͡ʃamoro,t͡ʃ + a m o + r o,,meira2002first[269],proxanimpl
tri-444,tri,məesa(mo),m ə e + s a m o,,triomeira1999[154],proxanimpl
uxc-445,uxc,aɣo,a + ɣ o,Assimilation of rə to ro / *-jamo _; no trace of ese?,kuikurodossantos2007[55],proxanimpl
wai-446,wai,moʃam,m o ʃ + a m,,waiwaihawkins1998[97],proxanimpl
way-447,way,məham(o),m ə h + a m o,,wayanatavares2005[184],proxanimpl
way-448,way,məharə,m ə h + a + r ə,,wayanatavares2005[184],proxanimpl
yuk-449,yuk,maʃa,m a ʃ + a,,meira2003primeras,proxpl
way-450,way,məsin,m ə + s i n,,wayanatavares2005[184],proxinan
aka-451,aka,serə,s e r ə,,akawaiocaesar2003[115],proxinan
aku-452,aku,t͡ʃerə,t͡ʃ e r ə,,meira1998proto[187],proxinan
apa-453,apa,sero,s e r o,"Given as nondeictic, but not exemplified or argued for.",koehn1986apalai[95],proxinan
ara-454,ara,ero,e r o,,alves2017arara[184],proxinan
bak-455,bak,ʃirə,ʃ i r ə,,meira2005southern[180],proxinan
car-456,car,ərə,ə r ə,,guerrero2019carijo[86],proxinan
ing-457,ing,sə(rə),s ə r ə,,cruz2005fonologia[191],proxinan
kar-458,kar,ero,e r o,,courtz2008carib[53],proxinan
kax-459,kax,soro,s o r o,,schuring2018kaxuyana[94],proxinan
mac-460,mac,sɨrɨrɨ,s ɨ r ɨ + r ɨ,,macushiabbott1991[105],proxinan
mak-461,mak,erə,e r ə,,maquiritaricaceres2011[122],proxinan
pan-462,pan,sɨ(h),s ɨ h,,panarepayne2013[89],proxinan
pem-463,pem,sərə,s ə r ə,,garcia2006diccionario[77],proxinan
PPar-464,PPar,soro,s o r o,,,proxinan
PPek-465,PPek,(t͡ʃ)erə,t͡ʃ e r ə,,,proxinan
PPem-466,PPem,sərə,s ə r ə,,,proxinan
PTar-467,PTar,(t͡ʃ)erə,t͡ʃ e r ə,,meira1998proto[67],proxinan
PXin-468,PXin,ero,e r o,,,proxinan
tri-469,tri,serə,s e r ə,,triomeira1999[154],proxinan
uxc-470,uxc,iɣe,i ɣ e,,kuikurodossantos2007[55],proxinan
way-471,way,herə,h e r ə,,wayanatavares2005[184],proxinan
aku-472,aku,t͡ʃenɨ,t͡ʃ e n ɨ,,meiraDBakuriyo,proxinan
apa-473,apa,senɨ,s e n ɨ,,koehn1986apalai[95],proxinan
ara-474,ara,en,e n,,alves2017arara[117],proxinan
car-475,car,enɨ,e n ɨ,,guerrero2019carijo[86],proxinan
hix-476,hix,onɨ,o n ɨ,,hixkaryanaderby1985[7],proxinan
ikp-477,ikp,nen,n + e n,,ikpengpacheco2001[119],proxinan
kar-478,kar,enɨ,e n ɨ,,courtz2008carib[53],proxinan
mac-479,mac,seni,s e n i,,macushiabbott1991[105],proxinan
pem-480,pem,senək,s e n ə k,,garcia2006diccionario[77],proxinan
PPek-481,PPek,(t͡ʃ)en,t͡ʃ e n,,,proxinan
PTar-482,PTar,(t͡ʃ)enɨ,t͡ʃ e n ɨ,,meira1998proto[67],proxinan
PWai-483,PWai,onɨ,o n ɨ,,,proxinan
PXin-484,PXin,en,e n,,,proxinan
tam-485,tam,t͡ʃene,t͡ʃ e n e,Probably t͡ʃenɨ.,meira2002first[269],proxinan
tri-486,tri,se(nɨ),s e n ɨ,,triomeira1999[154],proxinan
wai-487,wai,on,o n,,waiwaihawkins1998[97],proxinan
way-488,way,sinɨ,s i n ɨ,,wayanatavares2005[184],proxinan
yab-489,yab,(s)eni,s e n i,check meaning,mendez1959yawarana[69],proxinan
apa-490,apa,seroʔne,s e r o + ʔ n e,,koehn1986apalai[95],3anaanimpl
ara-492,ara,eroŋmo,e r o + ŋ m o,,alves2017arara[95],proxinanpl
ikp-493,ikp,nejam,n + e + j a m,,ikpengpacheco2001[119],proxinanpl
ing-494,ing,sə(rə)jamə,s ə + r ə + j a m ə,,cruz2005fonologia[191],proxinanpl
kar-495,kar,erokon,e r o + k o n,,courtz2008carib[53],proxinanpl
kar-496,kar,enɨkon,e n ɨ + k o n,,courtz2008carib[53],proxinanpl
kax-497,kax,soronne,s o r o + n n e,,,proxinanpl
pan-498,pan,sɨ(h)kon,s ɨ h + k o n,,panarepayne2013[89],proxinanpl
way-499,way,herəkom(o),h e r ə + k o m o,,wayanatavares2005[184],proxinanpl
way-500,way,sinkom(o),s i n + k o m o,,wayanatavares2005[184],proxinanpl
ing-501,ing,toʔ,t o ʔ,,cruz2005fonologia[162],3anaanimpl
mac-502,mac,uurɨʔkon,uu + r ɨ + ʔ + k o n,,macushiabbott1991[99],12
mac-503,mac,toʔ,t o ʔ,,macushiabbott1991[99],3anapl
pem-508,pem,juurətokon,j uu + r ə + t o + k o n,,swiggers2010gramatica[120],12
pem-509,pem,toʔ,t o ʔ,,swiggers2010gramatica[120],3anapl
PPar-517,PPar,kɨ?(ro),k ɨ + + r o,,,12
PPar-518,PPar,iro,i r o,,,3anainan
PPem-519,PPem,mərə,m ə r ə,,,medinan
PPem-520,PPem,sərə,s ə r ə,,,proxinan
PWai-521,PWai,kɨwɨ(ro),k ɨ + w ɨ + r o,,,12
PWai-522,PWai,ɨro,ɨ r o,,,3anainan
tri-523,tri,ohkɨja(mo),o h k ɨ + j a m o,,triomeira1999[154],distanimpl
tri-524,tri,serəto(mo),s e r ə + t o m o,,triomeira1999[154],proxinanpl
tri-525,tri,sento(mo),s e n + t o m o,,triomeira1999[154],proxinanpl
uxc-529,uxc,eekise,e + e k + i s e,,kuikurodossantos2007[55],invisanim
wai-530,wai,moʃam,m o + ʃ a m,,,distanimpl
wai-531,wai,on,o n,,,proxinan
way-533,way,tot(o),t o t o,,wayanatavares2005[183],3anaanimpl
PPek-541,PPek,mən,m ə n,,,distinan
PPar-542,PPar,mokjamo(ro),m o k + j a m o + r o,,,medanimpl
PPar-543,PPar,onɨ,o n ɨ,,,proxinan
PC-544,PC,aipna,a i p n a,,meira2002first[271],13
PC-545,PC,kɨ?,k ɨ +,,meira2002first[271],12
PC-546,PC,kɨ?jamo,k ɨ + + j a m o,,meira2002first[271],12pl
PC-547,PC,inərə,i n ə r ə,,meira2002first[271],3anaanim
PC-548,PC,injamo,i n + j a m o,,meira2002first[271],3anaanimpl
PC-549,PC,irə,i r ə,,meira2002first[271],3anainan
PC-550,PC,mətjə,m ə t j ə,,meira2002first[271],proxanim
PC-551,PC,mətjamo,m ə t j + a m o,,meira2002first[271],proxanimpl
PC-552,PC,(tj)ərə,t j ə r ə,,meira2002first[271],proxinan
PC-553,PC,(tj)ənɨ,t j ə n ɨ,,meira2002first[271],proxinan
PC-554,PC,mərə,m ə r ə,,meira2002first[271],medinan
PC-555,PC,məkɨ,m ə k ɨ,,meira2002first[271],distanim
PC-556,PC,məkjamo,m ə k + j a m o,,meira2002first[271],distanimpl
PC-557,PC,mənɨ,m ə n ɨ,,meira2002first[271],distinan
hix-pl-2,hix,-jamo,j a m o,,hixkaryanaderby1985[7],pl
